model,diff
CNN-32-32-32-Dense-32,0.0005607008934020996
CNN-64-64-64-Dense-64,0.0006355822086334228
Dense-128-128,0.006916540861129761
Dense-128,-0.0016936242580413818
Dense-32-32,0.0023080646991729737
Dense-32,-0.0008295297622680664
Dense-64-64,0.005804753303527832
Dense-64,-0.0011521041393280028
