epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8267119526863098,0.5678618550300598,0.949844479560852,0.16540616750717163
1,0.9585252404212952,0.13107432425022125,0.9733860492706299,0.07090581208467484
2,0.9742822051048279,0.075580894947052,0.9807020425796509,0.03679117560386658
3,0.979982316493988,0.05174423009157181,0.9823917746543884,0.0455625094473362
4,0.9807116389274597,0.04790976643562317,0.9847728610038757,0.031518325209617615
5,0.98211270570755,0.04283313825726509,0.9835439324378967,0.03276435285806656
6,0.9818440079689026,0.04074817895889282,0.9811820983886719,0.033767156302928925
7,0.9833218455314636,0.03651727735996246,0.9829294681549072,0.03148661553859711
8,0.9836480617523193,0.03518417105078697,0.9809900522232056,0.04150865226984024
9,0.9823814034461975,0.03788963332772255,0.9838895797729492,0.028839971870183945
