epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6612735986709595,1.1468039751052856,0.7023887038230896,0.9776999354362488
1,0.7811300754547119,0.7038880586624146,0.8594031929969788,0.439371258020401
2,0.9054967164993286,0.32165318727493286,0.9329659342765808,0.23724788427352905
3,0.9457431435585022,0.18364588916301727,0.940281867980957,0.1899482011795044
4,0.9605020880699158,0.13297083973884583,0.9757094979286194,0.09070925414562225
5,0.9690810441970825,0.10094913095235825,0.9735205173492432,0.08683798462152481
6,0.9715760946273804,0.0879601240158081,0.9777449369430542,0.06969751417636871
7,0.9750691056251526,0.07338109612464905,0.9789546728134155,0.0617758147418499
8,0.9761438369750977,0.06920016556978226,0.9795883297920227,0.06540694832801819
9,0.9792146682739258,0.05954558029770851,0.9829486608505249,0.044483039528131485
