epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.9784661531448364,0.09580449759960175,0.999519944190979,0.002186184050515294
1,0.9971403479576111,0.01029222086071968,0.9903606176376343,0.057018592953681946
2,0.9983494281768799,0.0053443689830601215,0.9999231696128845,0.000206335200346075
3,0.9988484382629395,0.0041444916278123856,0.9996735453605652,0.0009200390195474029
4,0.9990787506103516,0.003535755444318056,0.9992127418518066,0.002452470362186432
5,0.999232292175293,0.002484176540747285,0.9997503757476807,0.0005818242789246142
6,0.9995777606964111,0.0017620176076889038,0.9999616146087646,0.00010343550093239173
7,0.9991171360015869,0.002962929429486394,0.9997503757476807,0.0008617909043096006
8,0.9994626045227051,0.0018813763745129108,0.9998655915260315,0.00031545478850603104
9,0.9993666410446167,0.0017859481740742922,0.9999808073043823,8.010201418073848e-05
