epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.9225203394889832,0.2591845691204071,0.9646492004394531,0.10632854700088501
1,0.979924738407135,0.060793984681367874,0.9817389249801636,0.05565758794546127
2,0.9872370362281799,0.03865841031074524,0.9771880507469177,0.07487300038337708
3,0.9897704720497131,0.0303256306797266,0.9830062389373779,0.06519805639982224
4,0.9912290573120117,0.028043383732438087,0.9817773103713989,0.07062426209449768
5,0.9932634830474854,0.02335112914443016,0.977380096912384,0.0984177440404892
6,0.9947412610054016,0.0169951394200325,0.9808364510536194,0.09520774334669113
7,0.9942231178283691,0.02015526033937931,0.9834479093551636,0.08783577382564545
8,0.9958544373512268,0.014943829737603664,0.9833135008811951,0.09928570687770844
9,0.9953938126564026,0.018625395372509956,0.9842159748077393,0.09051513671875
