epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6171886920928955,1.3076143264770508,0.6582818031311035,1.1557930707931519
1,0.6651120781898499,1.135398507118225,0.6683244109153748,1.1228281259536743
2,0.6694687604904175,1.116670846939087,0.6699181795120239,1.118038535118103
3,0.6736719012260437,1.104445457458496,0.6733361482620239,1.1046721935272217
4,0.6789881587028503,1.0683237314224243,0.683493971824646,1.0775105953216553
5,0.6954552531242371,0.9985997676849365,0.7184415459632874,0.8960563540458679
6,0.7616305947303772,0.7207481265068054,0.7937901020050049,0.6263787150382996
7,0.8130277991294861,0.5522866249084473,0.8285072445869446,0.5275920629501343
8,0.8498579859733582,0.4536246061325073,0.8443872928619385,0.48935848474502563
9,0.8740403652191162,0.38860023021698,0.8766849637031555,0.39903512597084045
