epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5132619142532349,1.7459228038787842,0.6074157953262329,1.3429174423217773
1,0.6170735359191895,1.3251138925552368,0.6353546380996704,1.214766502380371
2,0.6512168049812317,1.184383511543274,0.6669418811798096,1.096608281135559
3,0.6708506345748901,1.1099421977996826,0.6759667992591858,1.0666276216506958
4,0.687797486782074,1.0464792251586914,0.6867775321006775,1.0291590690612793
5,0.6966068148612976,1.0100973844528198,0.687872052192688,1.023963451385498
6,0.7063373327255249,0.9735980033874512,0.7051538228988647,0.9742851257324219
7,0.7132465839385986,0.9439683556556702,0.7007373571395874,0.9724403619766235
8,0.7221518754959106,0.9157699346542358,0.7180191278457642,0.9364844560623169
9,0.7279479503631592,0.8917400240898132,0.7179999351501465,0.9298384189605713
10,0.7344541549682617,0.8694750070571899,0.7168862223625183,0.9297533631324768
11,0.7410179376602173,0.8515113592147827,0.725296676158905,0.9249976277351379
12,0.7451635003089905,0.8381491303443909,0.731921374797821,0.8916875123977661
13,0.7483110427856445,0.8172873258590698,0.7349360585212708,0.8932552933692932
14,0.7542031407356262,0.8031517267227173,0.7335535287857056,0.8950930833816528
15,0.7556617259979248,0.7951001524925232,0.7397557497024536,0.8734808564186096
16,0.7591931223869324,0.7836530208587646,0.7388916611671448,0.8808262944221497
17,0.7641063928604126,0.7686762809753418,0.7407158613204956,0.8714147210121155
18,0.7679256796836853,0.7520723938941956,0.7435193657875061,0.8615132570266724
19,0.770267128944397,0.743864893913269,0.750163197517395,0.8674221038818359
