epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8297059535980225,0.6186113953590393,0.9316025972366333,0.23270945250988007
1,0.9207738637924194,0.2573417127132416,0.9521679282188416,0.15883885324001312
2,0.9384884238243103,0.19638200104236603,0.9599447250366211,0.13363277912139893
3,0.9478350877761841,0.16103410720825195,0.9633434414863586,0.12426070868968964
4,0.9549938440322876,0.13936951756477356,0.9655324816703796,0.11718935519456863
5,0.9590050578117371,0.1255369335412979,0.9704673886299133,0.10234571248292923
6,0.9630354642868042,0.11633224040269852,0.9714850783348083,0.09796950221061707
7,0.9657607674598694,0.10539169609546661,0.9718883037567139,0.10389970988035202
8,0.9683709740638733,0.09906905144453049,0.9736549258232117,0.09210702031850815
9,0.9694840908050537,0.0946786031126976,0.9738277196884155,0.09269949048757553
