epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7399815917015076,0.8460239768028259,0.7986289858818054,0.5487147569656372
1,0.8215300440788269,0.5029870867729187,0.8592687845230103,0.43032556772232056
2,0.8315292596817017,0.4671994149684906,0.8605360984802246,0.4478839933872223
3,0.8513549566268921,0.41648954153060913,0.8119551539421082,0.5312042236328125
4,0.8595693111419678,0.40391603112220764,0.8654710054397583,0.4062860906124115
5,0.871315062046051,0.361069917678833,0.8889358043670654,0.3786652982234955
6,0.8787809014320374,0.3443342447280884,0.8926225900650024,0.36061903834342957
7,0.8827345371246338,0.3274242579936981,0.9131495356559753,0.30288898944854736
8,0.8929064869880676,0.3010238707065582,0.9088866710662842,0.34639814496040344
9,0.8974359035491943,0.2875172197818756,0.9145704507827759,0.3192477226257324
