epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.768770158290863,0.7267392873764038,0.8609585762023926,0.37275663018226624
1,0.8815637826919556,0.3313465118408203,0.940973162651062,0.20018379390239716
2,0.9243820309638977,0.21425093710422516,0.9595222473144531,0.13860733807086945
3,0.9479694366455078,0.1511022448539734,0.968988835811615,0.09454112499952316
4,0.9559726715087891,0.12380532175302505,0.9737508893013,0.10149696469306946
5,0.961979866027832,0.10734708607196808,0.9730980396270752,0.060892362147569656
6,0.9642446041107178,0.10111601650714874,0.9754790663719177,0.08030357211828232
7,0.9669507145881653,0.09234580397605896,0.950804591178894,0.12233895063400269
8,0.9713649749755859,0.07704520225524902,0.9786282181739807,0.0588839091360569
9,0.9730154871940613,0.07341571897268295,0.9779177308082581,0.055415745824575424
