epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7451826930046082,0.8217005133628845,0.8123199939727783,0.5664573311805725
1,0.8160601854324341,0.5237325429916382,0.8258573412895203,0.5340279936790466
2,0.8380738496780396,0.44806215167045593,0.8677560687065125,0.39671531319618225
3,0.8561530709266663,0.3978583812713623,0.8729597926139832,0.45985153317451477
4,0.8636572957038879,0.37850576639175415,0.8895118832588196,0.3758781850337982
5,0.8762475252151489,0.34323060512542725,0.8865931630134583,0.39601022005081177
6,0.885517418384552,0.3171544671058655,0.8663735389709473,0.4298509359359741
7,0.8791647553443909,0.3295053243637085,0.9077345728874207,0.3846827745437622
8,0.8883386850357056,0.3064305782318115,0.9220207929611206,0.3013997972011566
9,0.902867317199707,0.2701182961463928,0.9190444946289062,0.30848780274391174
