epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7935858964920044,0.6958968043327332,0.900668203830719,0.2887687087059021
1,0.925859808921814,0.2253381460905075,0.9627481698989868,0.10820860415697098
2,0.9599454998970032,0.1257062405347824,0.9735012650489807,0.07037193328142166
3,0.9681214690208435,0.09499815106391907,0.9782249927520752,0.05212874710559845
4,0.9739943146705627,0.07397592812776566,0.9747686386108398,0.04993148893117905
5,0.9769691228866577,0.062229715287685394,0.9806444048881531,0.04631524905562401
6,0.9773337841033936,0.05972433090209961,0.9821614027023315,0.0386689119040966
7,0.9791762828826904,0.05384393036365509,0.9815853238105774,0.03929327055811882
8,0.978370189666748,0.05175912007689476,0.9831022620201111,0.03747843950986862
9,0.9798479676246643,0.04673280566930771,0.9807980060577393,0.051454439759254456
