epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6429640650749207,1.2714701890945435,0.7615115642547607,0.7170549035072327
1,0.7629164457321167,0.7288651466369629,0.8080187439918518,0.5567585229873657
2,0.804659903049469,0.5859107375144958,0.8375321626663208,0.493124395608902
3,0.8323929309844971,0.502955973148346,0.8620722889900208,0.4218287169933319
4,0.8502994179725647,0.45029115676879883,0.8819078803062439,0.37868040800094604
5,0.86306232213974,0.41218990087509155,0.881946325302124,0.3806542158126831
6,0.874232292175293,0.38461488485336304,0.8890702128410339,0.34803488850593567
7,0.884749710559845,0.3547622263431549,0.8933522701263428,0.3356011211872101
8,0.8923307061195374,0.33261072635650635,0.9007450342178345,0.31416940689086914
9,0.8973207473754883,0.31779593229293823,0.9079073667526245,0.3056475520133972
