epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7813795208930969,0.6941846013069153,0.8697338700294495,0.3421165347099304
1,0.9301781058311462,0.22063396871089935,0.954990565776825,0.13975512981414795
2,0.9690618515014648,0.10019023716449738,0.9722147583961487,0.09227345138788223
3,0.97694993019104,0.06788138300180435,0.9716194868087769,0.07579579204320908
4,0.979560136795044,0.05645381286740303,0.9808364510536194,0.046641815453767776
5,0.9795409440994263,0.05228184536099434,0.9847344160079956,0.029014285653829575
6,0.9811530709266663,0.04710165411233902,0.9803372025489807,0.04505728557705879
7,0.980692446231842,0.047207724303007126,0.9829294681549072,0.04514247179031372
8,0.9810954928398132,0.0445852056145668,0.9823917746543884,0.042196474969387054
9,0.9817864298820496,0.04094766825437546,0.9822958111763,0.04459109529852867
