epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5532397031784058,1.5302932262420654,0.6256192922592163,1.2575594186782837
1,0.6492783427238464,1.1505893468856812,0.6551134586334229,1.1249154806137085
2,0.6854944229125977,1.0215033292770386,0.6713199615478516,1.07762610912323
3,0.7110586762428284,0.9412602782249451,0.6909827589988708,1.040644884109497
4,0.7248963713645935,0.8916621208190918,0.7022159099578857,0.9988744854927063
5,0.7367764711380005,0.8542070984840393,0.6982795000076294,1.0417935848236084
6,0.7469292283058167,0.8213866949081421,0.7185567617416382,0.989046037197113
7,0.7532243132591248,0.799759566783905,0.7247397899627686,0.979407012462616
8,0.7584446668624878,0.7786866426467896,0.727005660533905,0.9745342135429382
9,0.7644902467727661,0.7605458498001099,0.7308268547058105,1.0088849067687988
